,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
@chungfury.md is a,<Post CcVdHdLFday>,682,17,['everysingleday'],14/04/22,"@chungfury.md is a board-certified dermatologist specializing in cutaneous oncology - the practice of recognizing, preventing, treating, and understanding the science behind skin cancer. Dr. Chung also serves as Chief Medical Officer of the American Ultimate Disc League (AUDL) and is the majority owner of the league’s Philadelphia Phoenix franchise!

""Wearing SPF is important for so many reasons! Number one is that prevention is 100% the name of the game... For me, personally, being a person of color, and especially one that loves being active, SPF is the single best defense against dark spots, wrinkles, and, well, aging in general!""

Stay tuned for more from Christina! ☀️ #everysingleday",697,"[{'text': '❤️☀️👩🏻\u200d⚕️🥏❤️☀️👩🏻\u200d⚕️🥏❤️', 'length': 22}, {'text': '🔥🔥🔥🔥 #bosslady👑', 'length': 15}, {'text': 'Hey, we know her! #rockstar', 'length': 27}, {'text': '☀️☀️☀️', 'length': 6}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Hi 👋🏻 Dr. Chung! 🔥🔥', 'length': 19}, {'text': 'definitely will be purchasing for the summer!', 'length': 45}, {'text': 'love this🙌', 'length': 10}, {'text': 'Love seeing the diversity in these campaigns 👏👏👏', 'length': 48}, {'text': 'My Doctor is the BEST! ❤️', 'length': 25}, {'text': 'The best in the biz!', 'length': 20}, {'text': '🔥🔥🔥🔥👏👏👏', 'length': 7}, {'text': '😍😍😍😍', 'length': 4}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '❤️❤️❤️', 'length': 6}]"
Skincare + Sunscreen,<Post CcSsjx_Am7d>,838,34,[],13/04/22,Skincare + Sunscreen = Our dreams come true 💭☀️ Why not have SPF in every step of your routine? 😉,97,"[{'text': 'Really wanna try that watery spf🤎🤎', 'length': 34}, {'text': 'Pls make an spf 50 face spray with no fragrance or denatured alcohol!', 'length': 69}, {'text': 'Do you ship to canada??', 'length': 23}, {'text': 'So pretty, love this!! 😍', 'length': 24}, {'text': '☀️ ⛅️', 'length': 5}, {'text': '🙌🏾🤩', 'length': 3}, {'text': 'Absolutely!! 😍☀️', 'length': 16}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': 'a need 😍', 'length': 8}, {'text': 'Are you selling your sunscreen products in mainland China now?', 'length': 62}, {'text': 'Dm sent 😍❤️', 'length': 11}, {'text': '👏👏👏', 'length': 3}, {'text': 'Defenitely need the backup!', 'length': 27}, {'text': 'I really would love to try the serum. It sounds so amazing and one of the only super good products I haven’t tried 😩', 'length': 116}, {'text': '🤩', 'length': 1}, {'text': 'Omg all of the products I want to buy! Roadtrip to the US soon ☀️☀️', 'length': 67}, {'text': 'Every single face is the first sunscreen that I’ve decided to try from your line… love it! but it always hurts my eyes and stings bad. I always need to pull over on the road for safety 😭 Also, due to the watery texture, it feels like im running out so fast 🥲', 'length': 258}, {'text': 'Hi! I just sent a dm ❤️', 'length': 23}, {'text': 'NEED!', 'length': 5}, {'text': 'Gorgeous & legit a dream come true! 👏😍', 'length': 38}, {'text': 'I’m obsessed with your glow screen but I really have to try the watery spf 😍', 'length': 76}, {'text': 'Are these available in Canada?', 'length': 30}, {'text': 'I need to try Daily Dose! Been looking for a vitamin C product!💛', 'length': 64}, {'text': 'These product is so good. Could dark skin girl use it? @that_a_one try this', 'length': 75}, {'text': 'Love @supergoop sunscreen 🙌🙌', 'length': 28}, {'text': '@supergoop check DM 😍', 'length': 21}, {'text': '@brokencompassjewellery', 'length': 23}, {'text': ""I gave listening ears to her mentorship @erica_professional It Haven't been easy, with my investment of $1000,I received $28,000 in return. I don't want huge return I only wanted a trusted trader educator. I want to use this time to  give due appreciation to @erica_professional"", 'length': 278}]"
Our vibe is,<Post CcQLM8igorW>,957,17,[],12/04/22,Our vibe is just living life 🐶☀️ (@wanderlust_samoyed),54,"[{'text': 'So cute', 'length': 7}, {'text': 'The cutest thing we have ever seen', 'length': 34}, {'text': '✨👏🏻', 'length': 3}, {'text': 'We’re living laughing and loving', 'length': 32}, {'text': ""You can't say we didn't live life!"", 'length': 34}, {'text': 'Eek how cute', 'length': 12}, {'text': '💛💛💛', 'length': 3}, {'text': 'Pure bliss ✨💛', 'length': 13}, {'text': 'Super! 🤩', 'length': 8}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '🥺🥺🥺', 'length': 3}, {'text': '😍😍😍😍', 'length': 4}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'So cute puppy! 🥰🥰🥰', 'length': 18}]"
@susan.a.korn of @susan_alexandra,<Post CcNtzErOsZI>,653,19,[],11/04/22,"@susan.a.korn of @susan_alexandra here to share some daily rituals and moments of joy with you ☀️ ➡️

1. A time you felt like your best self
2. One thing you cannot live without (other than Supergoop! 😉)
3. A message from a loved one
4. Something that makes you smile 🥰 
5. A place you feel at home!
6. A daily ritual

We want to see your special moments too! Tag @supergoop for a chance to be featured 💛",404,"[{'text': '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'length': 20}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥', 'length': 12}, {'text': 'A sun goddess', 'length': 13}, {'text': '♥️', 'length': 2}, {'text': 'Cliegeon', 'length': 8}, {'text': 'HI COUSIN MERRY', 'length': 15}, {'text': 'Loving this!!', 'length': 13}, {'text': 'Thank you', 'length': 9}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': '💙pidge💙miss him', 'length': 15}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Adorable!', 'length': 9}, {'text': 'Dark chocolate and port wine @moistpie80 would love to win!', 'length': 59}, {'text': '@susan_alexandra this is such a beautiful picture', 'length': 49}, {'text': 'The best! Obsessed with all things @susan_alexandra', 'length': 51}]"
And hopefully that,<Post CcLnfGdh8Ct>,546,9,[],10/04/22,And hopefully that place is in the sun 😉☀️ @susan.a.korn of @susan_alexandra with our new mantra 💙,98,"[{'text': '🙌🙌🙌', 'length': 3}, {'text': 'Not yet 🤣😂', 'length': 10}, {'text': 'Loving this reminder ❤️', 'length': 23}, {'text': ""That's pretty depressing."", 'length': 25}, {'text': 'Love this💓', 'length': 10}, {'text': 'Love it! ❤️', 'length': 11}, {'text': '🙏🏾💯', 'length': 3}, {'text': 'We all are! ❤️', 'length': 14}, {'text': '💛', 'length': 1}]"
@susan.a.korn is the,<Post CcLVOHmrFIv>,385,10,['everysingleday'],10/04/22,"@susan.a.korn is the NYC based founder of @susan_alexandra. She is passionate about creating dazzle - whether it’s a signature beaded bag, intricate jewelry or a drinking glass.

""Being free and active is so important to me. I live in NYC, a city where you’re constantly on the go and running around. When I wear my protective layer of Supergoop! sunscreen, I feel like I’m protected and free.""

Stay tuned for more from Susan! ✨ #everysingleday",445,"[{'text': 'I’m obsessed with supergoop!!!!', 'length': 31}, {'text': '🙌', 'length': 1}, {'text': 'Where can I find the flower top she is wearing? 😍', 'length': 49}, {'text': '👏', 'length': 1}, {'text': 'Drop dead gorgeous', 'length': 18}, {'text': 'Dying to try supergoop😍', 'length': 23}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Does this spray burn your eyes if you sweat? @supergoop', 'length': 55}]"
Protection in the,<Post CcIixKaOweI>,2373,35,[],09/04/22,"Protection in the palm of your hand ☀️ (@theemfiles)

Every. Single. Face. SPF 50 includes:
🌱 Cress Sprout Extract: Helps filter pollution & strengthen the skin barrier

🦋 Wild Butterfly Ginger Root Extract: Helps filter blue light & reduce the visible effects of free radicals

🛡 SPF 50: Clean chemical SPF that protects against UVA & UVB rays",344,"[{'text': 'Still need to try😍', 'length': 18}, {'text': 'My go-to spf right now! It’s so good 🤍', 'length': 38}, {'text': 'Any news on when this will be available on cult beauty Uk, it’s been sold out for weeks 😢 thank you', 'length': 99}, {'text': 'Do u make mineral sunscreen?', 'length': 28}, {'text': 'Will this be available in Canada??', 'length': 34}, {'text': 'need!!!', 'length': 7}, {'text': 'My newest fave next to glow screen 😍', 'length': 36}, {'text': 'NEED', 'length': 4}, {'text': 'The best!!! 🌞', 'length': 13}, {'text': 'Faveeeee', 'length': 8}, {'text': 'Wowow😍', 'length': 6}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Best ever', 'length': 9}, {'text': 'So good ❤️', 'length': 10}, {'text': 'Ooo 👀💚', 'length': 6}, {'text': 'Will this be available in Canada?', 'length': 33}, {'text': 'i have this i love it 🤍please check my post and videos about this product. not sponsored whatsoever', 'length': 99}, {'text': '💛💛💛', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': 'How does this differ from Supergoop Play?', 'length': 41}, {'text': 'Hope to hear from someone regarding wholesale soon! XO', 'length': 54}, {'text': 'Is it refillable?', 'length': 17}, {'text': 'Did not find it in Sephora 😢', 'length': 28}, {'text': 'I need to try thissss omgggg', 'length': 28}, {'text': 'Will this be available in Canada anytime soon? @supergoop 💛', 'length': 59}, {'text': '@_deb__lc', 'length': 9}, {'text': 'Could you please retail in Europe somewhere else besides @cultbeauty ? GlowScreen is always out of stock and I need it desperately.', 'length': 131}]"
@hunterjoness here to,<Post CcDleyuOuYo>,498,12,[],07/04/22,"@hunterjoness here to share some daily rituals and moments of joy with you ☀️➡️

1. A place you feel at home!
2. One thing you cannot live without (other than Supergoop! 😉)
3. A message from a loved one
4. A time you felt like your best self
5. A daily ritual 
6. Something that feels like sunshine to you!
7. Something that makes you smile 

We want to see your special moments too! Tag @supergoop for a chance to be featured💛",427,"[{'text': '💪', 'length': 1}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '@hunterjoness My little son and nephews think you are the COOLEST! “I want to do that!!!”😎🏄🏽\u200d♂️🌊', 'length': 96}, {'text': '👏👏👏', 'length': 3}, {'text': '🦙 🕶', 'length': 3}, {'text': '❤️❤️', 'length': 4}, {'text': '~ He was a surfer boy, she said wear ur sunscreen boy 🏄🏾\u200d♂️✨~', 'length': 61}, {'text': 'Love this sm', 'length': 12}, {'text': '😎😎', 'length': 2}, {'text': 'Loveeeeeee 🥰', 'length': 12}]"
A good reminder,<Post CcBUOixhU7d>,462,9,[],06/04/22,A good reminder from @hunterjoness 💛  Remember to get some sunshine today ☀️,76,"[{'text': 'I would love to receive products! 🥰', 'length': 35}, {'text': '😍😍', 'length': 2}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Absolutely ✨', 'length': 12}, {'text': 'Sent y’all a message', 'length': 20}, {'text': 'Protect your skin before you step outside', 'length': 41}, {'text': '💯', 'length': 1}, {'text': '😍', 'length': 1}]"
@hunterjoness is a,<Post CcAwuqvu9Jh>,529,12,['everysingleday'],06/04/22,"@hunterjoness is a professional surfer from the South Bay of Los Angeles. Fueled by nature, adrenaline & self expression, Hunter’s always stayed true to his passions.

""On a daily basis I spend several hours outdoors surfing in the ocean. It’s important for me to know I’m staying protected from the sun, taking care of my skin and using the best products to do so!"" 

Stay tuned for more from Hunter! 🏄🏾‍♂️ #everysingleday",423,"[{'text': '❤️🙏🏽🙏🏽', 'length': 6}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'So cool!!! 🏄\u200d♂️🏄\u200d♂️🏄\u200d♂️', 'length': 23}, {'text': '🔥❤️🙌', 'length': 4}, {'text': 'So good!!', 'length': 9}, {'text': 'Yes go hunter!', 'length': 14}, {'text': 'go hunter go!!', 'length': 14}, {'text': '🤙🤙', 'length': 2}, {'text': 'I love this series !!❤️', 'length': 23}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '💙💙💙', 'length': 3}, {'text': 'Oh there you are! Great working with you today. 😎 @hunterjoness', 'length': 63}]"
Everyday starts with,<Post Cb-Yrpds_ah>,482,30,['everysingleday'],05/04/22,"Everyday starts with sunscreen. Where you go from there is up to you! 

Over the coming weeks, we'll be sharing how 5 inspiring individuals live their brightest lives with joy, passion and a healthy dose of SPF 😉

Stay tuned! 💛 #everysingleday",243,"[{'text': 'Honored to be a part of this! 🙌', 'length': 31}, {'text': 'So excited and grateful to be a part of this campaign!!! See you all for dinner tomorrow 🌱😊', 'length': 91}, {'text': 'It’s finally HERE 😍👏🏾', 'length': 21}, {'text': 'so proud of this team !!!!', 'length': 26}, {'text': 'So honored to be a part of this powerful campaign!!! 💖✨', 'length': 55}, {'text': 'Love the idea of spf and moisturizer in one!!', 'length': 45}, {'text': 'Couldn’t live without it', 'length': 24}, {'text': 'Best sunscreen!!', 'length': 16}, {'text': 'Love this', 'length': 9}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Yes, sunscreen is everything', 'length': 28}, {'text': '😍😍😍', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': 'i love a hatchling moment 🐣 💛', 'length': 29}, {'text': 'The BEST products!!!', 'length': 20}, {'text': 'check dm ❤️', 'length': 11}, {'text': 'The BEST 💛', 'length': 10}, {'text': 'So cool!!', 'length': 9}, {'text': 'Yesss @wawa_gatheru 😍😍😍', 'length': 23}, {'text': '@wawa_gatheru sold me on this product!', 'length': 38}, {'text': '@wawa_gatheru you’re amazing!!!❤️', 'length': 33}, {'text': 'AHHHH @wawa_gatheru ‼️‼️‼️‼️', 'length': 28}, {'text': '@wawa_gatheru ❤️', 'length': 16}, {'text': 'I never knew I will be able to pay my bills and get to my stand again life is good when you see good people I want you guys to help me appreciate @Professionals_stella she has been a great help to me @Professionald_stella', 'length': 221}]"
A few of,<Post Cb97_w3jebG>,767,38,[],05/04/22,A few of our everyday faves ☀️ Which SPF are you reaching for this morning?,75,"[{'text': 'Daily Dose Vitamin C, superscreen, bright eyed and glowscreen!  Body Butter layered with Glow Oil to complete! 💛☀️💛', 'length': 115}, {'text': 'Daily dose vitamin c, bright eyed, city serum (trying this one for the first time & so far lovee) 💛', 'length': 99}, {'text': 'My fav 😍', 'length': 8}, {'text': 'unseen sunscreen always !!!', 'length': 27}, {'text': 'Unseen! 💛✨', 'length': 10}, {'text': 'Unseen Sunscreen - I keep a tube on the front hall table!', 'length': 57}, {'text': 'The unseen sunscreen!!!', 'length': 23}, {'text': 'Glow screen, always!! 💕', 'length': 23}, {'text': 'Super screen!', 'length': 13}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Play everyday is the best', 'length': 25}, {'text': 'These were my favorite on Love Island!! Need😍', 'length': 45}, {'text': '😍😍😍', 'length': 3}, {'text': 'I haven’t tried the glow screen! But sheer screen always 😂', 'length': 58}, {'text': 'Price', 'length': 5}, {'text': 'Ahhh such spf perfection!', 'length': 25}, {'text': 'Hi, can the unseen screen be used on kids? Thanks', 'length': 49}, {'text': '⭐', 'length': 1}, {'text': 'Okay, so I just bit the bullet and bought the unseen one, can anyone tell me if the sunscreen burns the eyes?', 'length': 109}, {'text': 'Perf trio!!!☺️💛💛💛😌🙈🙈🙈🙈', 'length': 22}, {'text': 'Glow screen always!!! 🌞', 'length': 23}, {'text': 'Hope to hear back soon about becoming a stockist 😁', 'length': 50}, {'text': 'Where in Ottawa, Ontario can you purchase these products?', 'length': 57}, {'text': 'Sunscreen. My oily skin needs it 🥴', 'length': 34}, {'text': 'Watch the batches huge reaction to my last bottle - very scary very nasty', 'length': 73}, {'text': 'DD HCB🦋', 'length': 7}, {'text': 'Bright eyed, daily moisturizer, and unseen!', 'length': 43}, {'text': 'Is your glow screen oil free?! @supergoop', 'length': 41}, {'text': '@lpdrsn', 'length': 7}, {'text': 'when can we expect shipping to Canada? 😢 @supergoop', 'length': 51}, {'text': 'Finally getting into glow screen season ✨', 'length': 41}, {'text': 'Pp', 'length': 2}, {'text': '@_saumyasriv', 'length': 12}, {'text': 'Would love to try this!', 'length': 23}]"
We're celebrating all,<Post Cb8V5B1pC-R>,6736,5132,['giveaway'],04/04/22,"We're celebrating all 500K+ of you! 🎂🤩 Thank you for all the love and support over the years. Our mission is about so much more than just sunscreen... This is about revolutionizing an industry and we could not do it without you! 

We're celebrating by giving 5 people the FULL Supergoop! lineup ☀️ To enter, make sure you're following us and tag a friend! 

Here's to more sunny days ahead!💛

#giveaway closes on April 5, 2022 at 5:00PM EST. Winner will be notified via Instagram DMs and must provide an email address and U.S. shipping address. This is in no way sponsored, administered, or associated with Instagram, Inc. By entering, entrants confirm they are 18+ years of age, release Instagram of responsibility, and agree to Instagram's term of use. Good luck!",765,"[{'text': '@marie_vermette', 'length': 15}, {'text': '@heyitsrapha', 'length': 12}, {'text': '@keloshea', 'length': 9}, {'text': '@nicoleee.espinoza the best sunscreen ever!\U0001faf6🏽', 'length': 45}, {'text': '@crownsharon The best SPF for sunny days on the IOM 😍', 'length': 53}, {'text': '@sayehz gotta protect ya skin👼🏼🌤', 'length': 32}, {'text': '@instasmelp', 'length': 11}, {'text': 'Because we need the full line @kpgrimo @owoodbine', 'length': 49}, {'text': '@jogie83 @elhub212 need that gallon for the next Dewey trip', 'length': 59}, {'text': '@ljvan 😍😍', 'length': 9}, {'text': '@vballin92 I have no words!!! Just think about how many years of sun protection the full lineup could provide for our fair af skin!!! 😍', 'length': 135}, {'text': '@cailinbeaudoin', 'length': 15}, {'text': '@welcomeinmy_world', 'length': 18}, {'text': '@danielasnchzr my fav suncare brand 💛', 'length': 37}, {'text': '@cabralgalsim mom, wear sunscreen! lol ☀️💛', 'length': 42}, {'text': '@ashenifin', 'length': 10}, {'text': '@gisoomov', 'length': 9}, {'text': '@setwashere', 'length': 11}, {'text': '@kelbyknapp', 'length': 11}, {'text': '@carterabon ☀️💛☀️💛', 'length': 18}, {'text': '@hatibovic_bee', 'length': 14}, {'text': '@mary_e_coleman wish I could afford this sunblock on my PhD stipend 😢', 'length': 69}, {'text': '@nbaovosk OMGGGG💛💛💛', 'length': 19}, {'text': '@daliaxurquieta', 'length': 15}, {'text': 'Because I’ve never tried any of the products 😭☀️ @consciousbeauty.isabella ❤️', 'length': 77}, {'text': '@vicekeko ☀️☀️☀️☀️', 'length': 18}, {'text': '@hannahlockwich', 'length': 15}, {'text': '@robynjoc Glowy skin🔥', 'length': 21}, {'text': '@fireflyfieldsliving', 'length': 20}, {'text': 'Congratulations 🎂 @reynase28', 'length': 28}, {'text': '@katperkovic', 'length': 12}, {'text': '☀️💛🤩🎂✨ @pamperlicious.bn', 'length': 24}, {'text': 'so cutie!!!!', 'length': 12}, {'text': 'YAAAAAY girlies', 'length': 15}, {'text': '@kristengardell 💛', 'length': 17}, {'text': '@hannaragano', 'length': 12}, {'text': '@heathernicole_74', 'length': 17}, {'text': '@daniellej_fit', 'length': 14}, {'text': '@kbrittingham10 @hhulliberger06', 'length': 31}, {'text': '@leahcarlson18 yoooo', 'length': 20}, {'text': '@ellenjoyk', 'length': 10}, {'text': '@michelle_hofmann_girgis', 'length': 24}, {'text': '@alleda.farrell', 'length': 15}, {'text': '@mamabird0507', 'length': 13}, {'text': '@beccablin', 'length': 10}, {'text': '@jenna_kindler', 'length': 14}, {'text': '@ihefferan', 'length': 10}, {'text': '@otherwillsmith', 'length': 15}, {'text': '@molly__kramer', 'length': 14}, {'text': '@sensei_5050 ☀️💛🎉', 'length': 17}]"
Longer days are,<Post Cb4942Rjq_e>,1399,32,[],03/04/22,Longer days are finally here ☀️ And extra daylight means you need extra protection - what's your favorite way to reapply? (@jaketvillegas),138,"[{'text': 'Canada thooooo', 'length': 14}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'is this available at sephora?😍', 'length': 30}, {'text': 'This looks like an amazing product! Easily reapplication!', 'length': 57}, {'text': 'price of this??', 'length': 15}, {'text': 'wanna try it so bad 😍 is it available in Italy?', 'length': 47}, {'text': 'Price please?', 'length': 13}, {'text': 'It’s on my list to try soon!', 'length': 28}, {'text': '👏👏👏👏', 'length': 4}, {'text': 'Send you a dm ❤️', 'length': 16}, {'text': 'Oh bet this is fantastic! This summer I WILL do better a reapplying!', 'length': 68}, {'text': 'We have sun in Canada too', 'length': 25}, {'text': '😍😍', 'length': 2}, {'text': 'I just went to order this and it doesn’t ship to Canada 😢', 'length': 57}, {'text': 'Love to try this', 'length': 16}, {'text': 'Yesss!!! The essentials 😍', 'length': 25}, {'text': 'I need this🙌', 'length': 12}, {'text': 'Does it dry matte? All the spray sunblocks I’ve used leave a shine…', 'length': 67}, {'text': '😍😍', 'length': 2}, {'text': 'How can i buy it ? i live in the UAE', 'length': 36}, {'text': 'Need 😍', 'length': 6}, {'text': 'I glanced through your page and I have business proposal for you, can i give you an insight ? 💫📊', 'length': 96}, {'text': 'C A N A D A', 'length': 11}, {'text': '@emitch13', 'length': 9}]"
@simply.cie applying sunscreen,<Post Cb2ejyGsRUS>,1199,15,[],02/04/22,"@simply.cie applying sunscreen from head to toe using Every. Single. Face. Watery Lotion SPF 50 + PLAY Antioxidant Body Mist SPF 50 with Vitamin C 🤩💙

P.S. Don't forget to apply SPF on your neck!",195,"[{'text': 'Her skin!!!!', 'length': 12}, {'text': 'Love this😍😍😍', 'length': 12}, {'text': 'Gorgeous 😍', 'length': 10}, {'text': 'Beautiful!!!', 'length': 12}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'I want to try this one so bad!!', 'length': 31}, {'text': 'Gosh idk which one to get y’all launched so many new ones 😂 don you have a package of all of the latest drops in a basket? Minis or full size?', 'length': 142}, {'text': 'So stunning!', 'length': 12}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'SG!INVESTOR is dont work why?', 'length': 29}, {'text': 'So stunning 😍', 'length': 13}, {'text': 'But why all the microplastics?', 'length': 30}, {'text': 'But why all the microplastics?', 'length': 30}, {'text': '😍😍😍', 'length': 3}, {'text': '😍', 'length': 1}]"
Get the glowy,<Post Cbz59aCsg8e>,1194,31,[],01/04/22,"Get the glowy skin of your dreams 💭 ✨ If you're a @sephora Rouge member you can get 20% off all your SPF faves starting today☀️ 

P.S. VIB and Beauty Insiders, get your carts ready - the savings event is on for you next week! 🛒 @sephoracanada friends this goes for you too! 🇨🇦",276,"[{'text': 'Will you ever have a mineral version of the hydra-ceramide boost? Wanting to try it so bad but non-mineral sunscreens rash me out', 'length': 129}, {'text': 'This is everything!! ❤️', 'length': 23}, {'text': 'My fav duo🌼💗', 'length': 12}, {'text': 'I want/need 😍😍😍', 'length': 15}, {'text': 'I need all your spfs!! 😂😍', 'length': 25}, {'text': 'Are you planning to match the sale on your site?', 'length': 48}, {'text': 'Obsessed 😍😍', 'length': 11}, {'text': 'Do you have it in Sephora France ?', 'length': 34}, {'text': 'Everyday kind of thing 🔥', 'length': 24}, {'text': '😍', 'length': 1}, {'text': '🤩🤩🤩 so shiny! I want!', 'length': 21}, {'text': 'Glow screen = the bomb! 😍🥰', 'length': 26}, {'text': 'Price?', 'length': 6}, {'text': 'some of my ult faves!! 🌞', 'length': 24}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Please check dm :)', 'length': 18}, {'text': 'Always the best! Cant wait to take anywhere ❤️', 'length': 46}, {'text': '😍🤍🤍', 'length': 3}, {'text': 'I’m looking for something for my daughter and son who both have sensitive skin.', 'length': 79}, {'text': 'Nothing beats glowing while keeping your skin protected!', 'length': 56}, {'text': 'I need them all 😍', 'length': 17}, {'text': 'H.m', 'length': 3}, {'text': 'it could be great to get the serums at sephora eventuallyyy', 'length': 59}, {'text': '😍', 'length': 1}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '@zalazarflorencia', 'length': 17}, {'text': '@haleypurvis Glue goop? Gloop soup?', 'length': 35}, {'text': 'gorgeous! we love @supergoop !', 'length': 30}, {'text': '@rebelferkicks', 'length': 14}]"
@ashleywhatson showing off,<Post CbxS1X1LZ8W>,801,30,[],31/03/22,@ashleywhatson showing off her Daily Dose Vitamin C Serum + Glowscreen glow☀️🧡 Available @nordstrom @nordstrombeauty,116,"[{'text': 'An absolute SPF queen 💛🌻🌝🌟☀️', 'length': 28}, {'text': 'The glow is unreal 😍', 'length': 20}, {'text': 'So glowy and dewy with this one!! Goodness I need to snag it 😍', 'length': 62}, {'text': 'The CUTEST we love !!!! @ashleywhatson', 'length': 38}, {'text': 'the glow !!!', 'length': 12}, {'text': 'A star is born 🤩', 'length': 16}, {'text': 'we love!!! @ashleywhatson', 'length': 25}, {'text': 'angel!!!! @ashleywhatson', 'length': 24}, {'text': '😍😍😍😍😍😍', 'length': 6}, {'text': 'I just ordered the unseen to try. The play is a little oily as it gets warmer. Do you think unseen be better?', 'length': 109}, {'text': 'Go lil rockstar 🤘🏻', 'length': 18}, {'text': 'Love it 😍', 'length': 9}, {'text': 'Morning routine goals!!', 'length': 23}, {'text': 'Sold! I need this', 'length': 17}, {'text': 'A glowy dewy goddess 🤩😍🥲', 'length': 24}, {'text': '❤️', 'length': 2}, {'text': 'Looking great Ash 👏', 'length': 19}, {'text': 'My last jar brought me out in a huge allergic reaction - I had loved this lotion and was on my 3rd jar but this batch was devastating - now stuck with 2 more jars ….', 'length': 165}, {'text': 'cuteeee', 'length': 7}, {'text': 'Love!!!', 'length': 7}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'The glow is amazing ✨', 'length': 21}, {'text': '😍😍', 'length': 2}, {'text': 'Price', 'length': 5}, {'text': 'This is truly such an honor 😍😍 LOVE @supergoop', 'length': 46}, {'text': 'My queen 👑 @ashleywhatson', 'length': 25}]"
