,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Our most loved,<Post CbfCTNwuLsS>,649,15,"['blossomingintospring', 'rosyglow', 'blushednude', 'rosylips', 'nudelips', 'nudeeyeshadow']",24/03/22,"Our most loved Cream Blush shade Blossoming, reimagined as an illuminating, blushed color collection for a fresh-faced rosy radiance, only from Kjaer Weis.
Our signature rosy pink hue is now found in our moisturizing satin lipstick, velvety Matte Naturally Liquid Lipstick and ultra nourishing Lip Gloss, with beautiful new floral shadows in Primrose and Amethyst to complete your look.

#blossomingintospring 
#rosyglow #blushednude #rosylips #nudelips #nudeeyeshadow",468,"[{'text': 'Stunning shade!!💖💖💖💖', 'length': 20}, {'text': 'Obsessed with this collection! Can’t wait to get mine! 🥰🙏🖤✨', 'length': 59}, {'text': 'Simply obsessed!', 'length': 16}, {'text': 'Beautiful :)', 'length': 12}, {'text': ""I'd like to try this"", 'length': 20}, {'text': 'Breathtakingly gorgeous', 'length': 23}, {'text': 'Love this shade! 🌸💗', 'length': 19}, {'text': 'Everything about your brand is so, so beautiful 👏', 'length': 49}, {'text': 'Beautiful shade!!! Must try!', 'length': 28}, {'text': 'Beautiful!', 'length': 10}, {'text': 'Which is more moisturizing or better for dryer lips? The satin lipstick or matte liquid lipstick?', 'length': 97}, {'text': 'Ditto Pratima. Beautiful products deplayed so lovely 💕❤️', 'length': 56}, {'text': 'Gorgeous! Love this shot as well', 'length': 32}, {'text': 'Pls keep up the good work, i was excited when i opened my wallet and saw the profit of $10,750 from the investment of $1000. God bless you @rosinalykings_fx_trade__', 'length': 164}]"
Deliciously velvety Matte,<Post CbdpDBULp0i>,354,5,['blossomingintospring'],23/03/22,"Deliciously velvety Matte Naturally Liquid Lip, now in our iconic Blossoming shade. 
Our hydrating long wear formula infused with hyaluronic acid and certified jojoba oil that deeply hydrates.

#blossomingintospring",215,"[{'text': 'Obsessed 🤩', 'length': 10}, {'text': 'Love it already ❤️', 'length': 18}, {'text': 'One of my favorites!! 😍', 'length': 23}, {'text': 'Beautiful 🌸', 'length': 11}, {'text': '🔥🔥🔥', 'length': 3}]"
Arresting rose and,<Post CbaiDSPLrl9>,742,29,"['eyeshadow', 'nudeeyeshadow', 'blushednude', 'blossomingintospring', 'blossomingcollection']",22/03/22,"Arresting rose and amethyst colored hues. The new Primrose and Amethyst eyeshadows from the Blossoming collection for the most gorgeous pastel colored gaze.

#eyeshadow #nudeeyeshadow #blushednude #blossomingintospring #blossomingcollection",240,"[{'text': 'Loooooove 🌱', 'length': 11}, {'text': 'Lovely colours ✨Any plans for these in a crème formulation?', 'length': 59}, {'text': '💗', 'length': 1}, {'text': 'Omg, so so pretty ✨✨', 'length': 20}, {'text': 'Ugh 😍', 'length': 5}, {'text': '❤️', 'length': 2}, {'text': 'Ok', 'length': 2}, {'text': '💕💚', 'length': 2}, {'text': '😍', 'length': 1}, {'text': 'Congrats on the blossoming collection! ❤️ I ordered the 2 eye shadows. The colors reminded me of these eye shadows I used religiously from a well known makeup line (not clean). Amethyst is going to pair so nicely with pretty purple 😍', 'length': 233}, {'text': 'Gorgeous', 'length': 8}, {'text': 'Can’t wait for videos of new eye shadows', 'length': 40}, {'text': 'Nice product', 'length': 12}, {'text': 'Just ordered eyeshadows❤️', 'length': 25}, {'text': 'Hvad med læberne?', 'length': 17}, {'text': 'Will these new eyeshadow shades be permanent in the eyeshadow collection?', 'length': 73}, {'text': 'I don’t see any on your site?', 'length': 29}, {'text': '🌷🌹🌸', 'length': 3}]"
Look out for,<Post CbYRCgdPblG>,519,23,[],21/03/22,"Look out for what’s coming tomorrow. 
Inspired and powered by flowers 🌸

# blossomingintospring",95,"[{'text': 'Thank you.', 'length': 10}, {'text': 'Beautiful art work!!!!', 'length': 22}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'What a beautiful pic 💕', 'length': 22}, {'text': '😮', 'length': 1}, {'text': 'How exciting!!!!!👏😍😍😍', 'length': 21}, {'text': 'So excited! 😍😍😍', 'length': 15}, {'text': 'so excited ❤️', 'length': 13}, {'text': ""Can't wait😍"", 'length': 11}, {'text': 'Can’t wait!', 'length': 11}, {'text': 'Can’t wait ❤️', 'length': 13}, {'text': '🔥 Can’t wait', 'length': 12}, {'text': '❤️', 'length': 2}, {'text': '🙌', 'length': 1}, {'text': '❤️', 'length': 2}, {'text': '💕', 'length': 1}, {'text': 'Your ads are beautiful.....', 'length': 27}, {'text': '🌺🌸🌼', 'length': 3}]"
"Dreaming in Blossoming,",<Post CbVYmr2L1Z8>,269,5,['blossomingintospring'],20/03/22,"Dreaming in Blossoming, our most loved rosy hue.

#blossomingintospring",71,"[{'text': 'Have it on today 💕🌷', 'length': 19}, {'text': 'Obsessed 😍', 'length': 10}, {'text': 'So pretty 😍', 'length': 11}, {'text': 'My favorite 😍😍', 'length': 14}, {'text': '💕🌸', 'length': 2}]"
Reminiscing on our,<Post CbSze-Ir6fZ>,258,11,[],19/03/22,"Reminiscing on our first love, our very first product the iconic, award winning Cream Blush. 12 years of irresistibly dewey flush.",130,"[{'text': '🔥🔥🔥❤️', 'length': 5}, {'text': 'Such stunning packaging 🤍', 'length': 25}, {'text': 'The best blush! I love Sun Touched!', 'length': 35}, {'text': 'Love at first touch😍😍😍', 'length': 22}, {'text': '❤️', 'length': 2}, {'text': '🥰', 'length': 1}, {'text': 'Iconic!', 'length': 7}]"
Kirsten showing her,<Post CbQjIcvlEyr>,343,19,['impossiblemascara'],18/03/22,"Kirsten showing her tips on how to build the most volume for your lashes with our Im-Possible mascara.

#impossiblemascara",122,"[{'text': '❤️', 'length': 2}, {'text': 'My favorite mascara 🙌❤️', 'length': 23}, {'text': 'Love KW organic but so disappointed this mascara dropped off onto my upper cheeks and lower eye lids while on TV set. Wish I didn’t have to go back to that toxic waterproof stuff to wear on set all day. Is it I’m-Possible to create a natural mascara that doesn’t fall off the lashes?🙄', 'length': 284}, {'text': 'I love your mascara ❤️', 'length': 22}, {'text': '❤️', 'length': 2}, {'text': 'Not my best mascara, sorry..', 'length': 28}, {'text': 'Gorgeous 😍😍😍😍', 'length': 13}, {'text': 'I have every mascara on the market and yours is the BEST !!!!!!❤️ Please make it in a pink case 💕', 'length': 97}, {'text': 'Love that on ♥️', 'length': 15}, {'text': 'What curler do you recommend?', 'length': 29}, {'text': 'Her skin is amazing 😍', 'length': 21}, {'text': '😍😍😍', 'length': 3}]"
Perfected skin at,<Post CbN7YyxPP9y>,348,3,"['kwthebeautifulprimer', 'thebeautifuleyebalm', 'thebeautifuloil', 'invisibletouchliquidfoundation']",17/03/22,"Perfected skin at its healthiest and most luminous with these four hero products, thoughtfully crafted from curated slow-skincare ingredients.
The science of luminescence.

#kwthebeautifulprimer 
#thebeautifuleyebalm 
#thebeautifuloil 
#invisibletouchliquidfoundation",267,"[{'text': '😍', 'length': 1}, {'text': '💚', 'length': 1}, {'text': '💥💫✨🔥', 'length': 4}]"
Our award winning,<Post CbLNO0nrPkb>,168,6,"['impossiblemascara', 'refillrevolution']",16/03/22,"Our award winning Im-Possible Mascara. A certified organic breakthrough with beautifully nourishing ingredients and refillable packaging. Uncompromising.

#impossiblemascara 
#refillrevolution",192,"[{'text': 'I need a hypoallergenic mascara so badly!', 'length': 41}, {'text': 'Beautiful 😍', 'length': 11}, {'text': 'This is 💯 my favorite mascara I have EVER worn. 👏', 'length': 49}]"
Beaming from within.,<Post CbIy78EvDOH>,225,1,"['kwthebeautifulprimer', 'enlightenedbeauty']",15/03/22,"Beaming from within. The result of impeccable care and biodynamically grown ingredients.
Certified Organic Olive Oil, Lavender and Root of Light soothe, hydrate and illuminate beyond our wildest dream.
Perfected with patience.

#kwthebeautifulprimer 
#enlightenedbeauty",269,"[{'text': 'She is so pretty!! 😍', 'length': 20}]"
The Beautiful Primer,<Post CbGFwOlOw4s>,203,1,"['enlightenedbeauty', 'kwthebeautifulprimer', 'thebeautifuloil']",14/03/22,"The Beautiful Primer works in perfect synergy with Our Beautiful Oil. 
Both have the Root of Light as a key ingredient. Effortless luminescence and lasting hydration.

#enlightenedbeauty 
#kwthebeautifulprimer
#thebeautifuloil",226,"[{'text': '😍', 'length': 1}]"
With eloquence and,<Post CbDUFJ_r9DI>,173,4,[],13/03/22,"With eloquence and loving grace, nature offers us her beauty and life force, unconditionally. We have only to pause, notice and be grateful. XKirsten",149,"[{'text': '❤️', 'length': 2}, {'text': '♥️', 'length': 2}, {'text': '💚', 'length': 1}, {'text': '❤️❤️❤️', 'length': 6}]"
Lashes full of,<Post CbBHFQ0vMjP>,179,2,"['refillrevolution', 'enlightenedbeauty', 'uncompromising']",12/03/22,"Lashes full of volume and staying power.
Our Im-Possible Mascara is certified organic, ultra nourishing to the health of the lashes while giving incredible volume @mariahlleonard 
#refillrevolution 
#enlightenedbeauty 
#uncompromising",234,"[{'text': 'What a shot 🔥🔥', 'length': 14}, {'text': 'Incredible 😍', 'length': 12}]"
